name_common,age,mlb_ID,player_ID,year_ID,team_ID,stint_ID,lg_ID,PA,G,Inn,runs_bat,runs_br,runs_dp,runs_field,runs_infield,runs_outfield,runs_catcher,runs_good_plays,runs_defense,runs_position,runs_position_p,runs_replacement,runs_above_rep,runs_above_avg,runs_above_avg_off,runs_above_avg_def,WAA,WAA_off,WAA_def,WAR,WAR_def,WAR_off,WAR_rep,salary,pitcher,teamRpG,oppRpG,oppRpPA_rep,oppRpG_rep,pyth_exponent,pyth_exponent_rep,waa_win_perc,waa_win_perc_off,waa_win_perc_def,waa_win_perc_rep,OPS_plus,TOB_lg,TB_lg
Aristides Aquino,25,606157,aquinar01,2019,CIN,1,NL,225,56,464.6,4.25,1.76,0.36,1.00,0.00,3.00,0.00,-1.00,3.00,-2.06,0.00,7.31,14.6,7.3,4.3,0.9,0.64,0.40,0.05,1.35,0.05,1.11,0.71,NULL,N,4.79711,4.72014,0.08805,4.58956,1.901,1.889,0.5131,0.5077,0.5017,0.4868,121.8526,75.330,92.476
Victor Arano,24,644364,aranovi01,2019,PHI,1,NL,0,3,4.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,Y,4.72014,4.72014,0.08805,4.72014,1.896,1.896,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Pedro Araujo,25,606478,araujpe01,2019,BAL,1,AL,0,0,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,557000,Y,NULL,4.95606,0.09007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Chris Archer,30,502042,archech01,2019,PIT,1,NL,41,22,119.7,-5.58,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,6.55,0.00,1.3,1.3,1.3,0.1,0.11,0.12,-0.01,0.11,-0.01,0.12,0.00,7666667,Y,4.78014,4.72014,0.08805,4.65958,1.900,1.893,0.5060,0.5060,0.5004,0.4939,-17.2848,12.373,15.302
Orlando Arcia,24,606115,arciaor01,2019,MIL,1,NL,546,152,1241.3,-27.91,0.74,-0.16,0.00,0.00,0.00,0.00,2.00,2.00,7.44,0.00,17.75,-0.1,-17.9,-19.9,9.4,-2.05,-2.09,0.80,-0.32,0.80,-0.36,1.73,565700,N,4.58929,4.72014,0.08805,4.60340,1.889,1.889,0.4880,0.4867,0.5062,0.4882,63.5261,180.717,220.917
Nolan Arenado,28,571448,arenano01,2019,COL,1,NL,662,155,1319.7,27.82,1.18,-1.40,18.00,-1.00,0.00,0.00,1.00,18.00,3.18,0.00,21.09,69.9,48.8,30.8,21.2,4.59,2.95,1.99,6.65,1.99,5.01,2.06,26000000,N,4.91872,4.72014,0.08805,4.58407,1.907,1.888,0.5314,0.5196,0.5138,0.4862,129.1247,233.885,281.593
Rogelio Armenteros,25,660494,armenro01,2019,HOU,1,AL,0,0,18.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.95606,0.09007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Shawn Armstrong,28,542888,armstsh01,2019,BAL,2,AL,0,4,54.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.01,0.00,0.01,0.00,0.00,NULL,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Shawn Armstrong,28,542888,armstsh01,2019,SEA,1,AL,0,0,3.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,559100,Y,NULL,4.95606,0.09007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Randy Arozarena,24,668227,arozara01,2019,STL,1,NL,23,19,43.7,1.56,-0.71,0.41,0.00,0.00,1.00,0.00,0.00,1.00,-0.15,0.00,0.75,2.9,2.1,1.1,0.9,0.20,0.11,0.07,0.28,0.07,0.19,0.08,NULL,N,4.77856,4.72014,0.08805,4.68080,1.899,1.894,0.5111,0.5058,0.5045,0.4960,132.5168,7.551,8.824
Luis Arraez,22,650333,arraelu01,2019,MIN,1,AL,366,92,761.0,10.17,-0.68,2.57,-10.00,1.00,0.00,0.00,1.00,-8.00,0.77,0.00,13.11,17.9,4.8,12.8,-7.2,0.59,1.28,-0.58,1.84,-0.58,2.53,1.25,NULL,N,5.09551,4.95606,0.09007,4.81351,1.930,1.915,0.5050,0.5134,0.4924,0.4860,123.0562,118.328,143.473
Jake Arrieta,33,453562,arrieja01,2019,PHI,1,NL,50,23,135.7,-7.04,-0.16,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.09,7.99,0.00,0.7,0.7,0.7,0.1,0.05,0.06,-0.01,0.05,-0.01,0.06,0.00,25000000,Y,4.74884,4.72014,0.08805,4.64949,1.898,1.892,0.5029,0.5029,0.5004,0.4929,-8.2678,15.341,20.210
Christian Arroyo,24,624414,arroych01,2019,TBR,1,AL,57,16,119.0,-1.62,-0.28,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,2.04,0.7,-1.4,-1.4,0.3,-0.12,-0.13,0.05,0.07,0.05,0.06,0.19,NULL,N,4.86918,4.95606,0.09007,4.82841,1.918,1.916,0.4915,0.4915,0.5018,0.4875,82.5903,17.881,21.710
Humberto Arteaga,25,600858,arteahu01,2019,KCR,1,AL,135,41,298.3,-8.86,0.09,-0.02,-5.00,-1.00,0.00,0.00,0.00,-6.00,1.85,0.00,4.84,-8.1,-12.9,-6.9,-4.2,-1.20,-0.66,-0.35,-0.76,-0.35,-0.22,0.44,NULL,N,4.78679,4.95606,0.09007,4.83808,1.913,1.916,0.4694,0.4834,0.4903,0.4885,31.2770,42.847,53.924
Willians Astudillo,27,553902,astudwi01,2019,MIN,1,AL,204,58,427.6,-5.68,-1.47,-0.28,1.00,-1.00,0.00,0.00,0.00,0.00,0.28,0.00,7.31,0.2,-7.2,-7.2,0.3,-0.63,-0.67,0.10,0.06,0.10,0.02,0.69,560000,N,4.83278,4.95606,0.09007,4.83003,1.916,1.916,0.4879,0.4879,0.5005,0.4877,78.5949,65.953,83.619
Tyler Austin,27,592122,austity01,2019,MIL,3,NL,27,17,37.3,0.80,0.73,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,0.00,0.88,2.0,1.1,1.1,-0.2,0.10,0.11,-0.04,0.19,-0.04,0.20,0.09,NULL,N,4.78485,4.72014,0.08805,4.66853,1.900,1.893,0.5065,0.5065,0.4988,0.4948,112.1213,8.969,8.944
Tyler Austin,27,592122,austity01,2019,MIN,1,AL,5,2,11.0,0.23,0.07,0.00,-1.00,0.00,0.00,0.00,0.00,-1.00,-0.07,0.00,0.18,-0.6,-0.8,0.2,-1.1,-0.07,0.02,-0.10,-0.05,-0.10,0.04,0.02,NULL,N,5.07106,4.95606,0.09007,4.86648,1.929,1.918,0.4643,0.5111,0.4499,0.4913,137.3987,1.616,1.760
Tyler Austin,27,592122,austity01,2019,SFG,2,NL,147,70,225.0,-3.67,1.25,0.82,-1.00,0.00,2.00,0.00,1.00,2.00,-1.76,0.00,4.78,3.4,-1.4,-3.4,0.2,-0.20,-0.36,-0.05,0.26,-0.05,0.10,0.46,568600,N,4.67214,4.72014,0.08805,4.65189,1.893,1.892,0.4980,0.4952,0.5003,0.4931,78.7605,47.452,56.303
Abiatal Avelino,24,623214,aveliab01,2019,SFG,1,NL,8,4,14.0,-0.12,-0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.26,-0.5,-0.7,-0.7,0.0,-0.07,-0.07,0.00,-0.04,0.00,-0.04,0.03,NULL,N,4.54264,4.72014,0.08805,4.65514,1.886,1.892,0.4819,0.4819,0.5003,0.4934,82.1521,2.582,3.032
Alex Avila,32,488671,avilaal01,2019,ARI,1,NL,201,63,433.0,-1.20,-0.11,-0.92,0.00,0.00,0.00,4.00,3.00,7.00,3.26,0.00,6.53,14.6,8.0,1.0,10.3,0.73,0.07,0.97,1.35,0.97,0.69,0.62,4250000,N,4.73649,4.72014,0.08805,4.61645,1.897,1.890,0.5129,0.5016,0.5164,0.4895,100.4131,66.772,73.341
Luis Avilan,29,501593,avilalu01,2019,NYM,1,NL,0,43,32.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.04,0.00,-0.04,0.00,0.00,1600000,Y,4.72014,4.72014,0.08805,4.72014,1.896,1.896,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Pedro Avila,22,658648,avilape01,2019,SDP,1,NL,2,1,5.3,-0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,-0.3,-0.3,-0.3,0.0,-0.03,-0.03,0.00,-0.03,0.00,-0.03,0.00,NULL,Y,4.47014,4.72014,0.08805,4.65514,1.882,1.892,0.4744,0.4744,0.5000,0.4934,-100.0000,0.324,0.435
Harrison Bader,25,664056,baderha01,2019,STL,1,NL,406,128,909.7,-7.94,1.03,0.17,13.00,0.00,2.00,0.00,-1.00,14.00,2.43,0.00,13.20,22.9,9.7,-4.3,16.4,0.82,-0.49,1.54,2.10,1.54,0.79,1.28,578300,N,4.68647,4.72014,0.08805,4.61706,1.894,1.890,0.5077,0.4966,0.5130,0.4896,78.4705,132.962,153.096
Javier Baez,26,595879,baezja01,2019,CHC,1,NL,561,138,1143.7,7.39,2.17,0.24,20.00,4.00,0.00,0.00,3.00,27.00,6.77,0.00,18.23,61.8,43.6,16.6,33.8,4.16,1.56,3.29,5.95,3.29,3.35,1.79,5200000,N,4.84022,4.72014,0.08805,4.58802,1.903,1.889,0.5319,0.5119,0.5248,0.4866,112.8577,187.094,238.472
Michel Baez,23,673258,baezmi01,2019,SDP,1,NL,0,23,29.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.02,0.00,-0.02,0.00,0.00,NULL,Y,4.72014,4.72014,0.08805,4.72014,1.896,1.896,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Pedro Baez,31,520980,baezpe01,2019,LAD,1,NL,0,66,69.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.06,0.00,-0.06,0.00,0.00,2100000,Y,4.72014,4.72014,0.08805,4.72014,1.896,1.896,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Sandy Baez,25,622783,baezsa01,2019,DET,1,AL,0,0,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.95606,0.09007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Homer Bailey,33,456701,baileho02,2019,KCR,1,AL,1,1,90.0,-0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,-0.1,-0.1,-0.1,0.0,-0.01,-0.01,0.00,-0.01,0.00,-0.01,0.00,100000,Y,4.82606,4.95606,0.09007,4.92023,1.915,1.921,0.4873,0.4873,0.5000,0.4965,-100.0000,0.325,0.442
Homer Bailey,33,456701,baileho02,2019,OAK,2,AL,4,2,73.3,0.35,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.64,0.00,0.9,0.9,0.9,0.0,0.09,0.09,0.00,0.09,0.00,0.09,0.00,NULL,Y,5.41106,4.95606,0.09007,4.88440,1.947,1.919,0.5426,0.5426,0.5005,0.4930,174.1894,1.266,1.721
Anthony Banda,25,607455,bandaan01,2019,TBR,1,AL,0,0,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,556800,Y,NULL,4.95606,0.09007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Manny Banuelos,28,544365,banuema01,2019,CHW,1,AL,0,1,50.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,559000,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Luke Bard,28,572703,bardlu01,2019,LAA,1,AL,0,2,49.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,575000,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Scott Barlow,26,605130,barlosc01,2019,KCR,1,AL,0,3,70.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650000,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Austin Barnes,29,605131,barneau01,2019,LAD,1,NL,242,75,529.7,-9.59,0.49,-1.54,1.00,-1.00,0.00,0.00,2.00,2.00,3.99,0.00,7.87,3.2,-4.7,-6.7,6.0,-0.57,-0.71,0.53,0.20,0.53,0.06,0.77,575000,N,4.63148,4.72014,0.08805,4.61528,1.891,1.890,0.4937,0.4910,0.5080,0.4894,67.7889,78.795,92.686
Jacob Barnes,29,606930,barneja01,2019,KCR,2,AL,0,1,13.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Jacob Barnes,29,606930,barneja01,2019,MIL,1,NL,0,16,19.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.02,0.00,-0.02,0.00,0.00,567600,Y,4.72014,4.72014,0.08805,4.72014,1.896,1.896,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Matt Barnes,29,598264,barnema01,2019,BOS,1,AL,1,8,64.3,-0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,-0.1,-0.1,-0.1,0.0,-0.01,-0.01,0.01,-0.01,0.01,-0.01,0.00,1600000,Y,4.93856,4.95606,0.09007,4.95158,1.922,1.922,0.4983,0.4983,0.5000,0.4996,-100.0000,0.330,0.450
Tony Barnette,35,501817,barneto01,2019,CHC,1,NL,0,2,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,750000,Y,4.72014,4.72014,0.08805,4.72014,1.896,1.896,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Tucker Barnhart,28,571466,barnhtu01,2019,CIN,1,NL,364,114,782.0,-9.62,-3.14,0.97,0.00,0.00,0.00,-2.00,4.00,2.00,5.69,0.00,11.83,7.7,-4.1,-6.1,7.7,-0.56,-0.67,0.67,0.60,0.67,0.49,1.16,2937500,N,4.66663,4.72014,0.08805,4.61637,1.893,1.890,0.4964,0.4946,0.5068,0.4895,82.0988,121.532,142.548
Steven Baron,28,571467,baronst01,2019,PIT,1,NL,10,7,17.7,-1.02,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.33,-0.6,-0.9,-0.9,0.1,-0.09,-0.09,0.00,-0.06,0.00,-0.06,0.03,NULL,N,4.59300,4.72014,0.08805,4.67371,1.889,1.893,0.4871,0.4871,0.5020,0.4953,30.0435,3.256,4.372
Kyle Barraclough,29,607457,barraky01,2019,SFG,2,NL,0,9,8.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.01,0.00,-0.01,0.00,0.00,NULL,Y,4.72014,4.72014,0.08805,4.72014,1.896,1.896,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Kyle Barraclough,29,607457,barraky01,2019,WSN,1,NL,0,32,25.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.03,0.00,-0.03,0.00,0.00,1725000,Y,4.72014,4.72014,0.08805,4.72014,1.896,1.896,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Aaron Barrett,31,502578,barreaa01,2019,WSN,1,NL,0,2,2.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,Y,4.72014,4.72014,0.08805,4.72014,1.896,1.896,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Franklin Barreto,23,620439,barrefr02,2019,OAK,1,AL,58,23,146.7,-7.30,0.35,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,2.08,-3.3,-5.4,-5.4,0.7,-0.51,-0.52,0.09,-0.32,0.09,-0.33,0.19,557500,N,4.72040,4.95606,0.09007,4.86570,1.910,1.918,0.4768,0.4768,0.5028,0.4912,4.7379,18.363,24.521
Jake Barrett,27,545332,barreja01,2019,NYY,1,AL,0,0,3.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,NULL,4.95606,0.09007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Tres Barrera,24,668663,barretr01,2019,WSN,1,NL,2,2,2.0,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.07,-0.5,-0.6,-0.6,0.0,-0.06,-0.06,0.00,-0.05,0.00,-0.05,0.01,NULL,N,4.43014,4.72014,0.08805,4.68764,1.879,1.894,0.4702,0.4702,0.5005,0.4967,-100.0000,0.677,0.914
Jaime Barria,22,642545,barrija01,2019,LAA,1,AL,2,1,82.7,-0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,-0.3,-0.3,-0.3,0.0,-0.03,-0.03,0.00,-0.03,0.00,-0.03,0.00,NULL,Y,4.69606,4.95606,0.09007,4.88440,1.908,1.919,0.4743,0.4743,0.5000,0.4930,-100.0000,0.641,0.872
Tyler Bashlor,26,641341,bashlty01,2019,NYM,1,NL,0,24,22.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.02,0.00,-0.02,0.00,0.00,NULL,Y,4.72014,4.72014,0.08805,4.72014,1.896,1.896,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Anthony Bass,31,542914,bassan01,2019,SEA,1,AL,0,3,48.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Chris Bassitt,30,605135,bassich01,2019,OAK,1,AL,5,3,144.0,-1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.80,0.00,-0.6,-0.6,-0.6,0.0,-0.06,-0.06,0.00,-0.06,0.00,-0.06,0.00,565000,Y,4.75272,4.95606,0.09007,4.89634,1.911,1.919,0.4800,0.4800,0.5003,0.4942,-100.0000,1.266,1.721
Jake Bauers,23,641343,bauerja01,2019,CLE,1,AL,423,117,932.3,-13.55,-1.95,2.34,-3.00,0.00,0.00,0.00,0.00,-3.00,-7.16,0.00,15.16,-8.2,-23.3,-20.3,-10.2,-2.13,-1.94,-0.83,-0.69,-0.83,-0.50,1.44,560400,N,4.78238,4.95606,0.09007,4.82652,1.913,1.915,0.4805,0.4829,0.4916,0.4873,77.8656,138.913,166.582
Trevor Bauer,28,545333,bauertr01,2019,CIN,2,NL,16,9,56.3,-1.95,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,2.56,0.00,0.7,0.7,0.7,0.0,0.06,0.07,-0.01,0.06,-0.01,0.07,0.00,NULL,Y,4.80014,4.72014,0.08805,4.66236,1.901,1.893,0.5080,0.5080,0.5003,0.4942,6.3393,5.357,6.315
Trevor Bauer,28,545333,bauertr01,2019,CLE,1,AL,6,2,156.7,-0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.96,0.00,0.1,0.1,0.1,0.0,0.01,0.01,0.00,0.01,0.00,0.01,0.00,13000000,Y,5.02106,4.95606,0.09007,4.84857,1.926,1.917,0.5063,0.5063,0.5005,0.4895,5.5641,1.642,2.239
Gerson Bautista,24,639373,bautige01,2019,SEA,1,AL,0,0,9.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,555200,Y,NULL,4.95606,0.09007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000,0.000
Matt Beaty,26,607461,beatyma01,2019,LAD,1,NL,268,99,524.7,0.21,-0.11,0.56,0.00,-1.00,0.00,0.00,0.00,-1.00,-3.49,0.00,8.71,4.9,-3.8,-2.8,-4.5,-0.50,-0.33,-0.55,0.35,-0.55,0.52,0.85,NULL,N,4.69156,4.72014,0.08805,4.63216,1.895,1.891,0.4961,0.4971,0.4954,0.4911,102.1277,87.261,108.863
Gordon Beckham,32,493596,beckhgo01,2019,DET,1,AL,240,83,627.0,-10.81,1.33,-0.71,-10.00,1.00,0.00,0.00,-1.00,-10.00,0.67,0.00,8.60,-10.9,-19.5,-9.5,-9.3,-1.80,-0.90,-0.80,-0.99,-0.80,-0.09,0.81,100000,N,4.84136,4.95606,0.09007,4.85245,1.916,1.917,0.4772,0.4888,0.4892,0.4899,66.9569,78.192,99.012
Tim Beckham,29,542921,beckhti01,2019,SEA,1,AL,328,88,705.6,0.90,0.21,-0.30,-13.00,-1.00,2.00,0.00,0.00,-12.00,0.88,0.00,11.75,1.4,-10.3,1.7,-11.1,-0.87,0.22,-0.95,0.24,-0.95,1.33,1.11,1750000,N,4.97526,4.95606,0.09007,4.82251,1.924,1.915,0.4888,0.5019,0.4879,0.4869,101.3207,102.959,129.534
David Bednar,24,670280,bednada01,2019,SDP,1,NL,0,13,11.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,-0.01,0.00,-0.01,0.00,0.00,NULL,Y,4.72014,4.72014,0.08805,4.72014,1.896,1.896,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Cam Bedrosian,27,592135,bedroca01,2019,LAA,1,AL,0,6,61.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.01,0.00,0.01,0.00,0.00,1750000,Y,4.95606,4.95606,0.09007,4.95606,1.923,1.923,0.5000,0.5000,0.5000,0.5000,NULL,0.000,0.000
Tyler Beede,26,595881,beedety01,2019,SFG,1,NL,43,25,117.0,-7.01,-0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,6.60,0.06,-0.4,-0.5,-0.5,0.1,-0.07,-0.06,-0.01,-0.06,-0.01,-0.05,0.01,NULL,Y,4.70134,4.72014,0.08805,4.66424,1.895,1.893,0.4981,0.4981,0.5003,0.4944,-22.8056,13.235,16.458
Jalen Beeks,25,656222,beeksja02,2019,TBR,1,AL,3,4,104.3,-0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.47,0.00,-0.4,-0.4,-0.4,0.0,-0.04,-0.04,0.01,-0.04,0.01,-0.04,0.00,556500,Y,4.86106,4.95606,0.09007,4.92918,1.917,1.921,0.4907,0.4907,0.5002,0.4974,-100.0000,0.958,1.303
Cody Bellinger,23,641355,bellico01,2019,LAD,1,NL,661,156,1312.0,51.81,1.08,0.10,17.00,1.00,6.00,0.00,3.00,27.00,-6.01,0.00,21.23,95.2,74.0,47.0,21.0,7.07,4.51,1.99,9.14,1.99,6.58,2.07,605000,N,5.02130,4.72014,0.08805,4.58407,1.913,1.888,0.5471,0.5295,0.5137,0.4862,168.5887,214.896,243.958
Josh Bell,26,605137,belljo02,2019,PIT,1,NL,613,143,1223.7,29.31,-3.14,0.09,-7.00,0.00,0.00,0.00,-1.00,-8.00,-8.06,0.00,19.46,29.7,10.2,18.2,-16.1,0.76,1.74,-1.76,2.66,-1.76,3.64,1.90,587000,N,4.84742,4.72014,0.08805,4.58407,1.903,1.888,0.5071,0.5127,0.4887,0.4862,142.9355,199.593,230.404
Brandon Belt,31,474832,beltbr01,2019,SFG,1,NL,616,156,1247.3,-1.40,-2.62,1.39,1.00,3.00,-1.00,0.00,-1.00,2.00,-8.45,0.00,20.02,10.9,-9.1,-11.1,-6.5,-1.18,-1.20,-0.81,0.78,-0.81,0.76,1.96,17200000,N,4.64912,4.72014,0.08805,4.59181,1.892,1.889,0.4941,0.4928,0.4958,0.4870,98.1666,198.845,227.811
Anthony Bemboom,29,621532,bemboan01,2019,LAA,2,AL,51,22,138.3,-9.24,-0.12,0.22,0.00,0.00,0.00,1.00,0.00,1.00,1.01,0.00,1.83,-5.3,-7.1,-8.1,2.0,-0.69,-0.80,0.23,-0.52,0.23,-0.63,0.17,NULL,N,4.58651,4.95606,0.09007,4.87299,1.902,1.918,0.4676,0.4632,0.5089,0.4919,-25.1415,16.030,21.374
Anthony Bemboom,29,621532,bemboan01,2019,TBR,1,AL,5,3,16.0,0.42,0.22,0.00,0.00,0.00,0.00,0.00,-1.00,-1.00,0.12,0.00,0.18,-0.1,-0.2,0.8,-0.9,-0.02,0.07,-0.08,0.00,-0.08,0.09,0.02,NULL,N,5.20939,4.95606,0.09007,4.89634,1.937,1.919,0.4926,0.5241,0.4723,0.4942,163.4985,1.596,2.171
Andrew Benintendi,24,643217,beninan01,2019,BOS,1,AL,615,138,1202.7,-0.25,3.45,-0.28,-6.00,0.00,3.00,0.00,1.00,-2.00,-4.88,0.00,21.05,17.1,-4.0,-2.0,-6.9,-0.17,-0.10,-0.49,1.83,-0.49,1.90,2.00,717500,N,4.94185,4.95606,0.09007,4.80356,1.922,1.914,0.4972,0.4986,0.4952,0.4850,99.8471,201.776,243.288
