,name,college,lat,lng
3634,Lynn Shackelford,"University of California, Los Angeles",34.068921,-118.4451811
3635,Charles Shackleford,North Carolina State University,35.7846633,-78.6820946
3636,Carl Shaeffer,University of Alabama,33.2140233,-87.5391418
3637,Lee Shaffer,University of North Carolina,35.9049122,-79.0469134
3638,Mustafa Shakur,University of Arizona,32.2318851,-110.9501094
3639,God Shammgod,Providence College,41.8440925,-71.4381653
3640,Earl Shannon,University of Rhode Island,41.4860647,-71.5308537
3641,Howie Shannon,Kansas State University,39.1974437,-96.5847249
3642,Chuck Share,Bowling Green State University,41.3797788,-83.6300826
3643,Bill Sharman,University of Southern California,34.0223519,-118.285117
3644,Walter Sharpe,University of Alabama at Birmingham,33.5019893,-86.8064433
3645,John Shasky,University of Minnesota,44.97399,-93.2277285
3646,Ron Shavlik,North Carolina State University,35.7846633,-78.6820946
3647,Brian Shaw,"University of California, Santa Barbara",34.4139629,-119.848947
3648,Casey Shaw,University of Toledo,41.6578804,-83.6142374
3649,Bob Shea,University of Rhode Island,41.4860647,-71.5308537
3650,Fred Sheffield,University of Utah,40.7649368,-111.8421021
3651,Craig Shelton,Georgetown University,38.9076089,-77.07225849999999
3652,Lonnie Shelton,Oregon State University,44.5637806,-123.2794443
3654,Billy Shepherd,Butler University,39.8405491,-86.1708927
3655,Jeffrey Sheppard,University of Kentucky,38.0306511,-84.5039697
3656,Steve Sheppard,University of Maryland,38.9869183,-76.9425543
3657,Ed Sherod,Virginia Commonwealth University,37.5483122,-77.4526805
3658,Charley Shipp,Catholic University of America,38.9368811,-76.99869199999999
3659,Paul Shirley,Iowa State University,42.0266187,-93.6464654
3660,Gene Short,Jackson State University,32.2968851,-90.2064252
3661,Purvis Short,Jackson State University,32.2968851,-90.2064252
3662,Dexter Shouse,University of South Alabama,30.6959406,-88.184236
3663,Dick Shrider,Ohio University,39.324358,-82.10138889999999
3664,Gene Shue,University of Maryland,38.9869183,-76.9425543
3665,John Shumate,University of Notre Dame,41.7055716,-86.2353388
3666,Iman Shumpert,Georgia Institute of Technology,33.7756178,-84.39628499999999
3668,Pascal Siakam,New Mexico State University,32.2787745,-106.7479059
3669,Sam Sibert,Kentucky State University,38.2003336,-84.8558017
3670,Mark Sibley,Northwestern University,42.0564594,-87.67526699999999
3671,Jerry Sichting,Purdue University,40.4237054,-86.92119459999999
3672,Donald Sidle,University of Oklahoma,35.2058936,-97.4457137
3673,Larry Siegfried,Ohio State University,40.0068363,-83.0306222
3674,Ralph Siewert,Dakota Wesleyan University,43.697665,-98.03122
3675,Jack Sikma,Illinois Wesleyan University,40.490892,-88.99051519999999
3676,James Silas,Stephen F. Austin State University,31.6206018,-94.64506019999999
3677,Paul Silas,Creighton University,41.2655521,-95.94638619999999
3678,Xavier Silas,Northern Illinois University,41.934233,-88.774069
3679,Garret Siler,Augusta State University,33.4755276,-82.02332830000002
3680,Mike Silliman,United States Military Academy,41.3918372,-73.9625033
3681,Wayne Simien,University of Kansas,38.9543439,-95.2557961
3682,Ben Simmons,Louisiana State University,30.4132579,-91.1800023
3683,Bobby Simmons,DePaul University,41.9247559,-87.6566465
3684,Cedric Simmons,North Carolina State University,35.7846633,-78.6820946
3686,Grant Simmons,University of Nebraska,40.8201966,-96.70047629999999
3687,Johnny Simmons,New York University,40.72951339999999,-73.9964609
3688,Jonathon Simmons,University of Houston,29.7199489,-95.3422334
3689,Kobi Simmons,University of Arizona,32.2318851,-110.9501094
3690,Lionel Simmons,La Salle University,40.0386037,-75.1566354
3691,Miles Simon,University of Arizona,32.2318851,-110.9501094
3692,Walter Simon,Benedict College,34.012867,-81.020461
3693,Dickey Simpkins,Providence College,41.8440925,-71.4381653
3694,Ralph Simpson,Michigan State University,42.701848,-84.4821719
3695,Alvin Sims,University of Louisville,38.2122761,-85.75850229999999
3696,Bob Sims,Pepperdine University,34.0414045,-118.7095814
3697,Courtney Sims,University of Michigan,42.2780436,-83.7382241
3698,Doug Sims,Kent State University,41.1455594,-81.33928829999999
3699,Henry Sims,Georgetown University,38.9076089,-77.07225849999999
3700,Scott Sims,University of Missouri,38.9403808,-92.32773750000001
3701,Kyle Singler,Duke University,36.0014258,-78.9382286
3702,Sean Singletary,University of Virginia,38.0335529,-78.5079772
3703,Chris Singleton,Florida State University,30.4418778,-84.2984889
3704,James Singleton,Murray State University,36.6163842,-88.3214979
3705,McKinley Singleton,University of Alabama at Birmingham,33.5019893,-86.8064433
3706,Zeke Sinicola,Niagara University,43.1369816,-79.0349955
3707,Charlie Sitton,Oregon State University,44.5637806,-123.2794443
3708,Peyton Siva,University of Louisville,38.2122761,-85.75850229999999
3709,Scott Skiles,Michigan State University,42.701848,-84.4821719
3710,Al Skinner,University of Massachusetts Amherst,42.3867598,-72.5300515
3711,Brian Skinner,Baylor University,31.5469132,-97.1210998
3712,Tal Skinner,University of Maryland Eastern Shore,38.2102166,-75.6848002
3713,Whitey Skoog,University of Minnesota,44.97399,-93.2277285
3714,Jeff Slade,Kenyon College,40.3718965,-82.39830789999999
3715,Reggie Slater,University of Wyoming,41.3148754,-105.5665744
3716,Jim Slaughter,University of South Carolina,33.9937575,-81.0299186
3717,Jose Slaughter,University of Portland,45.5732046,-122.7275712
3718,Tamar Slay,Marshall University,38.4235252,-82.42641449999999
3719,Donald Sloan,Texas A&M University,30.6187558,-96.33647719999999
3720,Jerry Sloan,University of Evansville,37.9733172,-87.53186439999999
3722,Tom Sluby,University of Notre Dame,41.7055716,-86.2353388
3723,Keith Smart,Indiana University,39.1754487,-86.512627
3724,Marcus Smart,Oklahoma State University,36.1270236,-97.07372219999999
3725,Belus Smawley,Appalachian State University,36.2135255,-81.6839919
3726,Jack Smiley,University of Illinois at Urbana-Champaign,40.1019523,-88.2271615
3727,Adrian Smith,University of Kentucky,38.0306511,-84.5039697
3728,Al Smith,Bradley University,40.6977743,-89.6153484
3729,Bill Smith,Saint Peter's College,40.7272231,-74.0715029
3730,Bingo Smith,University of Tulsa,36.1520526,-95.94607529999999
3731,Bobby Smith,West Virginia University,39.6480359,-79.9697147
3732,Charles Smith,University of Pittsburgh,40.4443533,-79.960835
3733,Charles Smith,Georgetown University,38.9076089,-77.07225849999999
3734,Charles Smith,University of New Mexico,35.0843187,-106.6197812
3735,Chris Smith,University of Connecticut,41.8077414,-72.2539805
3736,Chris Smith,University of Louisville,38.2122761,-85.75850229999999
3737,Clinton Smith,Cleveland State University,41.5025072,-81.6746268
3738,Craig Smith,Boston College,42.3355488,-71.16849450000001
3739,Deb Smith,University of Utah,40.7649368,-111.8421021
3740,Dennis Smith,North Carolina State University,35.7846633,-78.6820946
3741,Derek Smith,University of Louisville,38.2122761,-85.75850229999999
3742,Don Smith,University of Minnesota,44.97399,-93.2277285
3743,Don Smith,University of Dayton,39.7393,-84.17996749999999
3744,Donta Smith,Southeastern Illinois College,37.7515069,-88.4364622
3745,Doug Smith,University of Missouri,38.9403808,-92.32773750000001
3746,Ed Smith,Harvard University,42.3770029,-71.11666009999999
3747,Elmore Smith,Kentucky State University,38.2003336,-84.8558017
3748,Garfield Smith,Eastern Kentucky University,37.7353214,-84.298672
3749,Greg Smith,Western Kentucky University,36.983537,-86.4573752
3750,Greg Smith,"California State University, Fresno",36.8133631,-119.7460947
3751,Ish Smith,Wake Forest University,36.1355052,-80.2791958
3753,Jabari Smith,Louisiana State University,30.4132579,-91.1800023
3754,Jason Smith,Colorado State University,40.573436,-105.0865473
3755,Jerry Smith,University of Louisville,38.2122761,-85.75850229999999
3756,Jim Smith,Ohio State University,40.0068363,-83.0306222
3757,Joe Smith,University of Maryland,38.9869183,-76.9425543
3758,John Smith,University of Southern Colorado,38.308496,-104.575916
3760,Keith Smith,Loyola Marymount University,33.9701634,-118.4166111
3761,Ken Smith,University of Tulsa,36.1520526,-95.94607529999999
3762,Kenny Smith,University of North Carolina,35.9049122,-79.0469134
3763,LaBradford Smith,University of Louisville,38.2122761,-85.75850229999999
3764,Larry Smith,Alcorn State University,31.8742035,-91.13729239999999
3766,Michael Smith,Brigham Young University,40.2518435,-111.6493156
3767,Michael Smith,Providence College,41.8440925,-71.4381653
3768,Mike Smith,University of Louisiana at Monroe,32.5267122,-92.07317909999999
3769,Nolan Smith,Duke University,36.0014258,-78.9382286
3770,Otis Smith,Jacksonville University,30.3530584,-81.6066798
3771,Pete Smith,Valdosta State University,30.8489491,-83.2892064
3772,Phil Smith,University of San Francisco,37.7765643,-122.4507187
3773,Randy Smith,State University of New York College at Buffalo,42.9337414,-78.8821363
3774,Reggie Smith,Texas Christian University,32.7095936,-97.3635602
3775,Robert Smith,"University of Nevada, Las Vegas",36.1085197,-115.1431709
3776,Russ Smith,University of Louisville,38.2122761,-85.75850229999999
3777,Sam Smith,Kentucky Wesleyan College,37.7435478,-87.1201839
3778,Sam Smith,"University of Nevada, Las Vegas",36.1085197,-115.1431709
3779,Steve Smith,Michigan State University,42.701848,-84.4821719
3780,Steven Smith,La Salle University,40.0386037,-75.1566354
3781,Stevin Smith,Arizona State University,33.4242399,-111.9280527
3782,Theron Smith,Ball State University,40.2049604,-85.40628459999999
3783,Tony Smith,Marquette University,43.0388337,-87.92856669999999
3784,William Smith,Syracuse University,43.0391534,-76.1351158
3785,Willie Smith,University of Missouri,38.9403808,-92.32773750000001
3786,Rik Smits,Marist College,41.7225348,-73.9326626
3787,Mike Smrek,Canisius College,42.9248338,-78.8514848
3788,Joe Smyth,Niagara University,43.1369816,-79.0349955
3789,Tony Snell,University of New Mexico,35.0843187,-106.6197812
3790,Eric Snow,Michigan State University,42.701848,-84.4821719
3791,Dick Snyder,Davidson College,35.5008018,-80.8446725
3792,Kirk Snyder,"University of Nevada, Reno",39.5441917,-119.816397
3793,Chips Sobek,University of Notre Dame,41.7055716,-86.2353388
3794,Ricky Sobers,"University of Nevada, Las Vegas",36.1085197,-115.1431709
3795,Ron Sobie,DePaul University,41.9247559,-87.6566465
3796,Mike Sojourner,University of Utah,40.7649368,-111.8421021
3797,Willie Sojourner,Weber State University,41.19246820000001,-111.9444959
3798,Will Solomon,Clemson University,34.6738437,-82.8368654
3799,Willie Somerset,Duquesne University,40.4367914,-79.989232
3800,Darius Songaila,Wake Forest University,36.1355052,-80.2791958
3801,Dave Sorenson,Ohio State University,40.0068363,-83.0306222
3802,James Southerland,Syracuse University,43.0391534,-76.1351158
3803,Gino Sovran,University of Detroit Mercy,42.4141556,-83.1379932
3804,Pape Sow,"California State University, Fullerton",33.8829226,-117.8869261
3805,Ken Spain,University of Houston,29.7199489,-95.3422334
3806,Jim Spanarkel,Duke University,36.0014258,-78.9382286
3808,Daniel Sparks,Weber State University,41.19246820000001,-111.9444959
3809,Guy Sparrow,University of Detroit Mercy,42.4141556,-83.1379932
3810,Rory Sparrow,Villanova University,40.0378952,-75.34333149999999
3811,Odie Spears,Western Kentucky University,36.983537,-86.4573752
3812,Art Spector,Villanova University,40.0378952,-75.34333149999999
3813,Marreese Speights,University of Florida,29.6436325,-82.3549302
3814,Andre Spencer,Northern Arizona University,35.1804402,-111.6539683
3815,Elmore Spencer,"University of Nevada, Las Vegas",36.1085197,-115.1431709
3816,Felton Spencer,University of Louisville,38.2122761,-85.75850229999999
3817,Lou Spicer,Syracuse University,43.0391534,-76.1351158
3818,Craig Spitzer,Tulane University,29.9407282,-90.12031669999999
3820,Art Spoelstra,Western Kentucky University,36.983537,-86.4573752
3821,Bruce Spraggins,Virginia Union University,37.5626214,-77.4513784
3822,Latrell Sprewell,University of Alabama,33.2140233,-87.5391418
3823,Larry Spriggs,Howard University,38.9226843,-77.0194377
3825,Jim Spruill,Rice University,29.7173941,-95.40183119999999
3826,Ryan Stack,University of South Carolina,33.9937575,-81.0299186
3827,Jerry Stackhouse,University of North Carolina,35.9049122,-79.0469134
3828,Kevin Stacom,Providence College,41.8440925,-71.4381653
3829,Erv Staggs,Cheyney University of Pennsylvania,39.933361,-75.5294669
3830,Bud Stallworth,University of Kansas,38.9543439,-95.2557961
3831,Dave Stallworth,Wichita State University,37.7186367,-97.29414140000002
3833,Terence Stansbury,Temple University,39.9805942,-75.1557376
3834,John Starks,Oklahoma State University,36.1270236,-97.07372219999999
3835,Keith Starr,University of Pittsburgh,40.4443533,-79.960835
3836,Nik Stauskas,University of Michigan,42.2780436,-83.7382241
3837,Larry Staverman,Thomas More College,39.021719,-84.5680072
3838,Larry Steele,University of Kentucky,38.0306511,-84.5039697
3839,Matt Steigenga,Michigan State University,42.701848,-84.4821719
3841,D.J. Stephens,University of Memphis,35.1187498,-89.9374928
3842,Everette Stephens,Purdue University,40.4237054,-86.92119459999999
3843,Jack Stephens,University of Notre Dame,41.7055716,-86.2353388
3844,Joe Stephens,University of Arkansas at Little Rock,34.7240568,-92.3388872
3845,Lance Stephenson,University of Cincinnati,39.1329219,-84.51495039999999
3846,Alex Stepheson,University of Southern California,34.0223519,-118.285117
3847,Brook Steppe,Georgia Institute of Technology,33.7756178,-84.39628499999999
3848,Barry Stevens,Iowa State University,42.0266187,-93.6464654
3849,Wayne Stevens,University of Cincinnati,39.1329219,-84.51495039999999
3851,Dennis Stewart,University of Michigan,42.2780436,-83.7382241
3852,Kebu Stewart,"California State University, Bakersfield",35.3486641,-119.1033448
3853,Larry Stewart,Coppin State University,39.31260109999999,-76.65799729999999
3854,Michael Stewart,University of California,37.8718992,-122.2585399
3855,Norm Stewart,University of Missouri,38.9403808,-92.32773750000001
3856,Greg Stiemsma,University of Wisconsin,43.076592,-89.4124875
3857,Steve Stipanovich,University of Missouri,38.9403808,-92.32773750000001
3858,Bryant Stith,University of Virginia,38.0335529,-78.5079772
3859,Sam Stith,St. Bonaventure University,42.0794875,-78.48427029999999
3860,Tom Stith,St. Bonaventure University,42.0794875,-78.48427029999999
3861,Alex Stivrins,University of Colorado,40.00758099999999,-105.2659417
3862,David Stockton,Gonzaga University,47.66703210000001,-117.4014343
3863,John Stockton,Gonzaga University,47.66703210000001,-117.4014343
3865,Ed Stokes,University of Arizona,32.2318851,-110.9501094
3866,Greg Stokes,University of Iowa,41.6626963,-91.5548998
3867,Jarnell Stokes,University of Tennessee,35.9544013,-83.92945639999999
3868,Maurice Stokes,Saint Francis University,40.50382,-78.6376191
3869,Art Stolkey,University of Detroit Mercy,42.4141556,-83.1379932
3870,Randy Stoll,Washington State University,46.7319225,-117.1542121
3871,Diamond Stone,University of Maryland,38.9869183,-76.9425543
3872,George Stone,Marshall University,38.4235252,-82.42641449999999
3873,Julyan Stone,University of Texas at El Paso,31.7709368,-106.5046405
3874,Awvee Storey,Arizona State University,33.4242399,-111.9280527
3875,Damon Stoudamire,University of Arizona,32.2318851,-110.9501094
3876,Salim Stoudamire,University of Arizona,32.2318851,-110.9501094
3878,Paul Stovall,Arizona State University,33.4242399,-111.9280527
3879,D.J. Strawberry,University of Maryland,38.9869183,-76.9425543
3880,Joe Strawder,Bradley University,40.6977743,-89.6153484
3881,Bill Stricker,University of the Pacific,37.9798869,-121.3128577
3882,Erick Strickland,University of Nebraska,40.8201966,-96.70047629999999
3883,Mark Strickland,Temple University,39.9805942,-75.1557376
3884,Rod Strickland,DePaul University,41.9247559,-87.6566465
3885,Roger Strickland,Jacksonville University,30.3530584,-81.6066798
3886,John Stroeder,University of Montana,46.8600672,-113.9852081
3887,Derek Strong,Xavier University,39.149448,-84.47363740000002
3888,Lamont Strothers,Christopher Newport University,37.0627072,-76.49283489999999
3889,John Stroud,University of Mississippi,34.3647324,-89.538443
3890,Red Stroud,Mississippi State University,33.4551742,-88.79437659999999
3891,Rodney Stuckey,Eastern Washington University,47.4910283,-117.5862361
3892,Gene Stump,DePaul University,41.9247559,-87.6566465
3893,Stan Stutz,University of Rhode Island,41.4860647,-71.5308537
3894,Gary Suiter,Midwestern State University,33.8713557,-98.5215656
3895,Jared Sullinger,Ohio State University,40.0068363,-83.0306222
3896,DaJuan Summers,Georgetown University,38.9076089,-77.07225849999999
3897,Barry Sumpter,Austin Peay State University,36.53498,-87.3548855
3898,Don Sunderlage,University of Illinois at Urbana-Champaign,40.1019523,-88.2271615
3900,Jon Sundvold,University of Missouri,38.9403808,-92.32773750000001
3901,Bob Sura,Florida State University,30.4418778,-84.2984889
3902,Dick Surhoff,Long Island University,40.6912319,-73.98106589999999
3903,George Sutor,La Salle University,40.0386037,-75.1566354
3904,Dane Suttle,Pepperdine University,34.0414045,-118.7095814
3905,Greg Sutton,Oral Roberts University,36.0507991,-95.9536715
3906,Keith Swagerty,University of the Pacific,37.9798869,-121.3128577
3907,Bennie Swain,Texas Southern University,29.7214214,-95.35926909999999
3908,Caleb Swanigan,Purdue University,40.4237054,-86.92119459999999
3909,Norm Swanson,University of Detroit Mercy,42.4141556,-83.1379932
3910,Dan Swartz,Morehead State University,38.1886162,-83.4315122
3911,Mike Sweetney,Georgetown University,38.9076089,-77.07225849999999
3913,Skeeter Swift,East Tennessee State University,36.3023954,-82.36985299999999
3914,Stromile Swift,Louisiana State University,30.4132579,-91.1800023
3915,Aaron Swinson,Auburn University,32.5933574,-85.4951663
3917,Buck Sydnor,Western Kentucky University,36.983537,-86.4573752
3918,Larry Sykes,Xavier University,39.149448,-84.47363740000002
3919,Brett Szabo,Augustana College (SD),43.5224294,-96.73936359999999
3920,Wally Szczerbiak,Miami University,39.5105334,-84.73087679999999
3921,Walt Szczerbiak,George Washington University,38.8997145,-77.0485992
3923,Yuta Tabuse,Brigham Young University Hawaii,21.6422084,-157.9262121
3924,Chris Taft,University of Pittsburgh,40.4443533,-79.960835
3925,Sid Tanenbaum,New York University,40.72951339999999,-73.9964609
3927,Roy Tarpley,University of Michigan,42.2780436,-83.7382241
3928,Levern Tart,Bradley University,40.6977743,-89.6153484
3929,Earl Tatum,Marquette University,43.0388337,-87.92856669999999
3930,Jayson Tatum,Duke University,36.0014258,-78.9382286
3932,Anthony Taylor,University of Oregon,44.0448302,-123.0726055
3933,Brian Taylor,Princeton University,40.3430942,-74.65507389999999
3934,Donell Taylor,University of Alabama at Birmingham,33.5019893,-86.8064433
3935,Fatty Taylor,La Salle University,40.0386037,-75.1566354
3936,Fred Taylor,University of Texas-Pan American,26.3074672,-98.174185
3937,Isaiah Taylor,University of Texas at Austin,30.2849185,-97.7340567
3938,Jay Taylor,Eastern Illinois University,39.4781324,-88.1759924
3939,Jeff Taylor,Texas Tech University,33.5842591,-101.8782822
3940,Jeffery Taylor,Vanderbilt University,36.1447034,-86.8026551
3941,Jermaine Taylor,University of Central Florida,28.6024274,-81.2000599
3942,Johnny Taylor,University of Tennessee at Chattanooga,35.0458509,-85.2953072
3943,Leonard Taylor,University of California,37.8718992,-122.2585399
3944,Maurice Taylor,University of Michigan,42.2780436,-83.7382241
3945,Mike Taylor,Iowa State University,42.0266187,-93.6464654
3946,Oliver Taylor,University of Houston,29.7199489,-95.3422334
3947,Ronald Taylor,University of Southern California,34.0223519,-118.285117
3948,Tyshawn Taylor,University of Kansas,38.9543439,-95.2557961
3949,Vince Taylor,Duke University,36.0014258,-78.9382286
3950,Terry Teagle,Baylor University,31.5469132,-97.1210998
3951,Jeff Teague,Wake Forest University,36.1355052,-80.2791958
3952,Marquis Teague,University of Kentucky,38.0306511,-84.5039697
3955,Collis Temple,Louisiana State University,30.4132579,-91.1800023
3956,Garrett Temple,Louisiana State University,30.4132579,-91.1800023
3958,Ira Terrell,Southern Methodist University,32.8412178,-96.78451749999999
3959,Carlos Terry,Winston-Salem State University,36.0891924,-80.22530739999999
3960,Chuck Terry,"California State University, Long Beach",33.7838235,-118.1140904
3961,Claude Terry,Stanford University,37.4274745,-122.169719
3962,Jason Terry,University of Arizona,32.2318851,-110.9501094
3963,Hasheem Thabeet,University of Connecticut,41.8077414,-72.2539805
3964,Tom Thacker,University of Cincinnati,39.1329219,-84.51495039999999
3965,Floyd Theard,Kentucky State University,38.2003336,-84.8558017
3967,Reggie Theus,"University of Nevada, Las Vegas",36.1085197,-115.1431709
3968,Peter Thibeaux,Saint Mary's College of California,37.8413472,-122.1101354
3969,Bill Thieben,Hofstra University,40.7166872,-73.5993965
3970,Justus Thigpen,Weber State University,41.19246820000001,-111.9444959
3971,David Thirdkill,Bradley University,40.6977743,-89.6153484
3972,Adonis Thomas,University of Memphis,35.1187498,-89.9374928
3973,Billy Thomas,University of Kansas,38.9543439,-95.2557961
3974,Carl Thomas,Eastern Michigan University,42.2506803,-83.624089
3975,Charles Thomas,Eastern Michigan University,42.2506803,-83.624089
3976,Etan Thomas,Syracuse University,43.0391534,-76.1351158
3977,Irving Thomas,Florida State University,30.4418778,-84.2984889
3978,Isaiah Thomas,University of Washington,47.6912794,-122.3176141
3979,Isiah Thomas,Indiana University,39.1754487,-86.512627
3980,Jamel Thomas,Providence College,41.8440925,-71.4381653
3981,James Thomas,University of Texas at Austin,30.2849185,-97.7340567
3982,Jim Thomas,Indiana University,39.1754487,-86.512627
3983,Joe Thomas,Marquette University,43.0388337,-87.92856669999999
3984,John Thomas,University of Minnesota,44.97399,-93.2277285
3985,Kenny Thomas,University of New Mexico,35.0843187,-106.6197812
3986,Kurt Thomas,Texas Christian University,32.7095936,-97.3635602
3987,Lance Thomas,Duke University,36.0014258,-78.9382286
3988,Malcolm Thomas,San Diego State University,32.7759894,-117.0712533
3989,Ronald Thomas,University of Louisville,38.2122761,-85.75850229999999
3990,Terry Thomas,University of Detroit Mercy,42.4141556,-83.1379932
3991,Tim Thomas,Villanova University,40.0378952,-75.34333149999999
3992,Tyrus Thomas,Louisiana State University,30.4132579,-91.1800023
3993,Willis Thomas,Tennessee State University,36.1668224,-86.8275815
3994,Trey Thompkins,University of Georgia,33.9480053,-83.3773221
3995,Bernard Thompson,"California State University, Fresno",36.8133631,-119.7460947
3996,Billy Thompson,University of Louisville,38.2122761,-85.75850229999999
3997,Brooks Thompson,Oklahoma State University,36.1270236,-97.07372219999999
3998,Corny Thompson,University of Connecticut,41.8077414,-72.2539805
3999,David Thompson,North Carolina State University,35.7846633,-78.6820946
4000,Dijon Thompson,"University of California, Los Angeles",34.068921,-118.4451811
4001,George Thompson,Marquette University,43.0388337,-87.92856669999999
4002,Hollis Thompson,Georgetown University,38.9076089,-77.07225849999999
4003,Jack Thompson,University of South Carolina,33.9937575,-81.0299186
4004,Jason Thompson,Rider University,40.2788009,-74.73798839999999
4005,John Thompson,Providence College,41.8440925,-71.4381653
4006,Kevin Thompson,North Carolina State University,35.7846633,-78.6820946
4007,Klay Thompson,Washington State University,46.7319225,-117.1542121
4008,LaSalle Thompson,University of Texas at Austin,30.2849185,-97.7340567
4009,Mychal Thompson,University of Minnesota,44.97399,-93.2277285
4010,Mychel Thompson,Pepperdine University,34.0414045,-118.7095814
4011,Paul Thompson,Tulane University,29.9407282,-90.12031669999999
4012,Stephen Thompson,Syracuse University,43.0391534,-76.1351158
4013,Tristan Thompson,University of Texas at Austin,30.2849185,-97.7340567
4014,Skip Thoren,University of Illinois at Urbana-Champaign,40.1019523,-88.2271615
4015,Rod Thorn,West Virginia University,39.6480359,-79.9697147
4016,Al Thornton,Florida State University,30.4418778,-84.2984889
4017,Bob Thornton,"University of California, Irvine",33.6404952,-117.8442962
4018,Dallas Thornton,Kentucky Wesleyan College,37.7435478,-87.1201839
4019,Marcus Thornton,Louisiana State University,30.4132579,-91.1800023
4020,Sindarius Thornwell,University of South Carolina,33.9937575,-81.0299186
4021,Otis Thorpe,Providence College,41.8440925,-71.4381653
4022,Sedale Threatt,West Virginia University Institute of Technology,37.7764405,-81.1838025
4023,Nate Thurmond,Bowling Green State University,41.3797788,-83.6300826
4024,Mel Thurston,Canisius College,42.9248338,-78.8514848
4025,Hal Tidrick,Washington & Jefferson College,40.1706389,-80.24029689999999
4026,Dan Tieman,Thomas More College,39.021719,-84.5680072
4027,Darren Tillis,Cleveland State University,41.5025072,-81.6746268
4028,Jack Tingle,University of Kentucky,38.0306511,-84.5039697
4029,George Tinsley,Kentucky Wesleyan College,37.7435478,-87.1201839
4030,Jamaal Tinsley,Iowa State University,42.0266187,-93.6464654
4031,Wayman Tisdale,University of Oklahoma,35.2058936,-97.4457137
4032,Mike Tobey,University of Virginia,38.0335529,-78.5079772
4033,Mike Todorovich,University of Wyoming,41.3148754,-105.5665744
4034,Ray Tolbert,Indiana University,39.1754487,-86.512627
4035,Tom Tolbert,University of Arizona,32.2318851,-110.9501094
4036,Anthony Tolliver,Creighton University,41.2655521,-95.94638619999999
4037,Dean Tolson,University of Arkansas,36.0686895,-94.1748471
4038,Rudy Tomjanovich,University of Michigan,42.2780436,-83.7382241
4039,Andrew Toney,University of Louisiana at Lafayette,30.2114404,-92.0204121
4040,Sedric Toney,University of Dayton,39.7393,-84.17996749999999
4041,Andy Tonkovich,Marshall University,38.4235252,-82.42641449999999
4042,Andy Toolson,Brigham Young University,40.2518435,-111.6493156
4043,Jack Toomay,University of the Pacific,37.9798869,-121.3128577
4044,Bernard Toone,Marquette University,43.0388337,-87.92856669999999
4045,Irv Torgoff,Long Island University,40.6912319,-73.98106589999999
4046,Gene Tormohlen,University of Tennessee,35.9544013,-83.92945639999999
4048,Bill Tosheff,Indiana University,39.1754487,-86.512627
4049,Bob Tough,St. John's University,40.7220627,-73.79421119999999
4051,Monte Towe,North Carolina State University,35.7846633,-78.6820946
4052,Keith Tower,University of Notre Dame,41.7055716,-86.2353388
4053,Blackie Towery,Western Kentucky University,36.983537,-86.4573752
4054,Linton Townes,James Madison University,38.435092,-78.8697548
4055,Karl-Anthony Towns,University of Kentucky,38.0306511,-84.5039697
4056,Raymond Townsend,"University of California, Los Angeles",34.068921,-118.4451811
4057,George Trapp,"California State University, Long Beach",33.7838235,-118.1140904
4058,John Trapp,"University of Nevada, Las Vegas",36.1085197,-115.1431709
4059,Robert Traylor,University of Michigan,42.2780436,-83.7382241
4060,Gary Trent,Ohio University,39.324358,-82.10138889999999
4061,Jeff Trepagnier,University of Southern California,34.0223519,-118.285117
4062,John Tresvant,Seattle University,47.6091765,-122.3178465
4063,Dick Triptow,DePaul University,41.9247559,-87.6566465
4064,Kelly Tripucka,University of Notre Dame,41.7055716,-86.2353388
4065,Ansley Truitt,University of California,37.8718992,-122.2585399
4068,John Tschogl,"University of California, Santa Barbara",34.4139629,-119.848947
4069,Lou Tsioropoulos,University of Kentucky,38.0306511,-84.5039697
4071,Al Tucker,Oklahoma Baptist University,35.360563,-96.9326998
4072,Alando Tucker,University of Wisconsin,43.076592,-89.4124875
4073,Anthony Tucker,Wake Forest University,36.1355052,-80.2791958
4074,Jim Tucker,Duquesne University,40.4367914,-79.989232
4075,P.J. Tucker,University of Texas at Austin,30.2849185,-97.7340567
4076,Trent Tucker,University of Minnesota,44.97399,-93.2277285
4077,Ronny Turiaf,Gonzaga University,47.66703210000001,-117.4014343
4080,Andre Turner,University of Memphis,35.1187498,-89.9374928
4081,Bill Turner,University of Akron,41.0770227,-81.5114462
4082,Elston Turner,University of Mississippi,34.3647324,-89.538443
4083,Evan Turner,Ohio State University,40.0068363,-83.0306222
4084,Gary Turner,Texas Christian University,32.7095936,-97.3635602
4085,Henry Turner,"California State University, Fullerton",33.8829226,-117.8869261
4086,Herschell Turner,University of Nebraska,40.8201966,-96.70047629999999
4087,Jack Turner,Western Kentucky University,36.983537,-86.4573752
4088,Jack Turner,University of Louisville,38.2122761,-85.75850229999999
4089,Jeff Turner,Vanderbilt University,36.1447034,-86.8026551
4090,John Turner,Phillips University,36.39742,-97.8441502
4091,Myles Turner,University of Texas at Austin,30.2849185,-97.7340567
4092,Wayne Turner,University of Kentucky,38.0306511,-84.5039697
4093,Melvin Turpin,University of Kentucky,38.0306511,-84.5039697
4094,Dave Twardzik,Old Dominion University,36.8841106,-76.304239
4095,Jack Twyman,University of Cincinnati,39.1329219,-84.51495039999999
4096,B.J. Tyler,University of Texas at Austin,30.2849185,-97.7340567
