,name,college,lat,lng
789,Chuck Cooper,Duquesne University,40.4367914,-79.989232
790,Duane Cooper,University of Southern California,34.0223519,-118.285117
791,Joe Cooper,University of Colorado,40.00758099999999,-105.2659417
792,Michael Cooper,University of New Mexico,35.0843187,-106.6197812
793,Wayne Cooper,University of New Orleans,30.028658,-90.065928
794,Tom Copa,Marquette University,43.0388337,-87.92856669999999
795,Chris Copeland,University of Colorado,40.00758099999999,-105.2659417
796,Hollis Copeland,Rutgers University,40.5008186,-74.44739910000001
797,Lanard Copeland,Georgia State University,33.7534028,-84.3856667
798,Tyrone Corbin,DePaul University,41.9247559,-87.6566465
799,Chris Corchiani,North Carolina State University,35.7846633,-78.6820946
800,Ken Corley,Oklahoma State Teachers College,36.1213853,-97.0711374
801,Ray Corley,Georgetown University,38.9076089,-77.07225849999999
802,Dave Corzine,DePaul University,41.9247559,-87.6566465
803,Larry Costello,Niagara University,43.1369816,-79.0349955
804,Matt Costello,Michigan State University,42.701848,-84.4821719
805,Bryce Cotton,Providence College,41.8440925,-71.4381653
806,Jack Cotton,University of Wyoming,41.3148754,-105.5665744
807,James Cotton,"California State University, Long Beach",33.7838235,-118.1140904
808,John Coughran,University of California,37.8718992,-122.2585399
809,Mel Counts,Oregon State University,44.5637806,-123.2794443
810,Steve Courtin,Saint Joseph's University,39.9951217,-75.23993279999999
811,Joe Courtney,University of Southern Mississippi,31.3298668,-89.33345349999999
812,Marcus Cousin,University of Houston,29.7199489,-95.3422334
813,DeMarcus Cousins,University of Kentucky,38.0306511,-84.5039697
814,Bob Cousy,College of the Holy Cross,42.2392391,-71.8079608
815,Robert Covington,Tennessee State University,36.1668224,-86.8275815
816,Dave Cowens,Florida State University,30.4418778,-84.2984889
817,Chubby Cox,University of San Francisco,37.7765643,-122.4507187
818,Johnny Cox,University of Kentucky,38.0306511,-84.5039697
819,Wesley Cox,University of Louisville,38.2122761,-85.75850229999999
820,Allen Crabbe,University of California,37.8718992,-122.2585399
821,Torrey Craig,University of South Carolina Upstate,34.9996102,-81.9711555
822,Chris Crawford,Marquette University,43.0388337,-87.92856669999999
823,Freddie Crawford,St. Bonaventure University,42.0794875,-78.48427029999999
824,Jamal Crawford,University of Michigan,42.2780436,-83.7382241
825,Joe Crawford,University of Kentucky,38.0306511,-84.5039697
826,Jordan Crawford,Xavier University,39.149448,-84.47363740000002
827,Jim Creighton,University of Colorado,40.00758099999999,-105.2659417
828,Ron Crevier,Boston College,42.3355488,-71.16849450000001
829,Hal Crisler,Iowa State University,42.0266187,-93.6464654
830,Joe Crispin,Pennsylvania State University,40.7982133,-77.8599084
831,Charlie Criss,New Mexico State University,32.2787745,-106.7479059
832,Russell Critchfield,University of California,37.8718992,-122.2585399
833,Winston Crite,Texas A&M University,30.6187558,-96.33647719999999
834,Javaris Crittenton,Georgia Institute of Technology,33.7756178,-84.39628499999999
835,Dillard Crocker,Western Michigan University,42.2826709,-85.6146739
836,Bobby Croft,University of Tennessee,35.9544013,-83.92945639999999
837,Geoff Crompton,University of North Carolina,35.9049122,-79.0469134
838,Terry Crosby,University of Tennessee,35.9544013,-83.92945639999999
839,Austin Croshere,Providence College,41.8440925,-71.4381653
840,Jeff Cross,University of Maine,44.8955674,-68.6735534
841,Pete Cross,University of San Francisco,37.7765643,-122.4507187
842,Russell Cross,Purdue University,40.4237054,-86.92119459999999
843,Chink Crossin,University of Pennsylvania,39.9522188,-75.1932137
844,John Crotty,University of Virginia,38.0335529,-78.5079772
845,Bill Crow,Westminster College of Utah,40.7322206,-111.8549815
846,Mark Crow,Duke University,36.0014258,-78.9382286
847,Corey Crowder,Kentucky Wesleyan College,37.7435478,-87.1201839
848,Jae Crowder,Marquette University,43.0388337,-87.92856669999999
849,Al Cueto,University of Tulsa,36.1520526,-95.94607529999999
850,Pat Cummings,University of Cincinnati,39.1329219,-84.51495039999999
851,Terry Cummings,DePaul University,41.9247559,-87.6566465
852,Vonteego Cummings,University of Pittsburgh,40.4443533,-79.960835
853,Billy Cunningham,University of North Carolina,35.9049122,-79.0469134
854,Dante Cunningham,Villanova University,40.0378952,-75.34333149999999
855,Dick Cunningham,Murray State University,36.6163842,-88.3214979
856,Jared Cunningham,Oregon State University,44.5637806,-123.2794443
857,William Cunningham,Temple University,39.9805942,-75.1557376
859,Armand Cure,University of Rhode Island,41.4860647,-71.5308537
860,Earl Cureton,University of Detroit Mercy,42.4141556,-83.1379932
861,Bill Curley,Boston College,42.3355488,-71.16849450000001
862,Fran Curran,University of Notre Dame,41.7055716,-86.2353388
863,Dell Curry,Virginia Polytechnic Institute and State University,37.22838429999999,-80.42341669999999
865,JamesOn Curry,Oklahoma State University,36.1270236,-97.07372219999999
866,Michael Curry,Georgia Southern University,32.42054890000001,-81.78653469999999
867,Seth Curry,Duke University,36.0014258,-78.9382286
868,Stephen Curry,Davidson College,35.5008018,-80.8446725
870,Mike D'Antoni,Marshall University,38.4235252,-82.42641449999999
871,Mike Dabich,New Mexico State University,32.2787745,-106.7479059
872,Ed Dahler,Duquesne University,40.4367914,-79.989232
873,Quintin Dailey,University of San Francisco,37.7765643,-122.4507187
874,Samuel Dalembert,Seton Hall University,40.7433773,-74.2465446
875,Howie Dallmar,Stanford University,37.4274745,-122.169719
876,Erick Dampier,Mississippi State University,33.4551742,-88.79437659999999
877,Louie Dampier,University of Kentucky,38.0306511,-84.5039697
878,Bob Dandridge,Norfolk State University,36.8480161,-76.262085
879,Antonio Daniels,Bowling Green State University,41.3797788,-83.6300826
880,Erik Daniels,University of Kentucky,38.0306511,-84.5039697
881,Lloyd Daniels,Mount San Antonio College,34.0482035,-117.845125
882,Marquis Daniels,Auburn University,32.5933574,-85.4951663
883,Mel Daniels,University of New Mexico,35.0843187,-106.6197812
884,Troy Daniels,Virginia Commonwealth University,37.5483122,-77.4526805
886,Adrian Dantley,University of Notre Dame,41.7055716,-86.2353388
887,Pete Darcey,Oklahoma State University,36.1270236,-97.07372219999999
888,Jimmy Darden,University of Denver,39.6766174,-104.9618965
889,Ollie Darden,University of Michigan,42.2780436,-83.7382241
890,Yinka Dare,George Washington University,38.8997145,-77.0485992
891,Jesse Dark,Virginia Commonwealth University,37.5483122,-77.4526805
892,Rick Darnell,San Jose State University,37.3351874,-121.8810715
893,Jimmy Darrow,Bowling Green State University,41.3797788,-83.6300826
895,Brad Daugherty,University of North Carolina,35.9049122,-79.0469134
896,Mack Daughtry,Albany State University,31.5690557,-84.1403888
898,Jermareo Davidson,University of Alabama,33.2140233,-87.5391418
899,Bob Davies,Seton Hall University,40.7433773,-74.2465446
900,Brandon Davies,Brigham Young University,40.2518435,-111.6493156
901,Anthony Davis,University of Kentucky,38.0306511,-84.5039697
902,Antonio Davis,University of Texas at El Paso,31.7709368,-106.5046405
903,Aubrey Davis,Oklahoma Baptist University,35.360563,-96.9326998
904,Baron Davis,"University of California, Los Angeles",34.068921,-118.4451811
905,Ben Davis,University of Arizona,32.2318851,-110.9501094
906,Bill Davis,University of Notre Dame,41.7055716,-86.2353388
907,Bob Davis,Weber State University,41.19246820000001,-111.9444959
908,Brad Davis,University of Maryland,38.9869183,-76.9425543
909,Brian Davis,Duke University,36.0014258,-78.9382286
910,Charles Davis,Vanderbilt University,36.1447034,-86.8026551
911,Charlie Davis,Wake Forest University,36.1355052,-80.2791958
912,Dale Davis,Clemson University,34.6738437,-82.8368654
913,Deyonta Davis,Michigan State University,42.701848,-84.4821719
914,Dwight Davis,University of Houston,29.7199489,-95.3422334
915,Ed Davis,University of North Carolina,35.9049122,-79.0469134
916,Emanual Davis,Delaware State University,39.1861372,-75.5422735
917,Glen Davis,Louisiana State University,30.4132579,-91.1800023
918,Harry Davis,Florida State University,30.4418778,-84.2984889
919,Hubert Davis,University of North Carolina,35.9049122,-79.0469134
920,Jim Davis,University of Colorado,40.00758099999999,-105.2659417
921,Johnny Davis,University of Dayton,39.7393,-84.17996749999999
922,Josh Davis,University of Wyoming,41.3148754,-105.5665744
923,Lee Davis,North Carolina Central University,35.9752487,-78.899654
924,Mark Davis,Old Dominion University,36.8841106,-76.304239
925,Mark Davis,Texas Tech University,33.5842591,-101.8782822
926,Mel Davis,St. John's University,40.7220627,-73.79421119999999
927,Mickey Davis,Duquesne University,40.4367914,-79.989232
928,Mike Davis,Virginia Union University,37.5626214,-77.4513784
929,Mike Davis,University of Maryland,38.9869183,-76.9425543
930,Monti Davis,Tennessee State University,36.1668224,-86.8275815
931,Paul Davis,Michigan State University,42.701848,-84.4821719
932,Ralph Davis,University of Cincinnati,39.1329219,-84.51495039999999
933,Red Davis,St. John's University,40.7220627,-73.79421119999999
934,Ricky Davis,University of Iowa,41.6626963,-91.5548998
935,Ron Davis,Washington State University,46.7319225,-117.1542121
936,Terry Davis,Virginia Union University,37.5626214,-77.4513784
937,Walt Davis,Texas A&M University,30.6187558,-96.33647719999999
938,Walter Davis,University of North Carolina,35.9049122,-79.0469134
939,Warren Davis,North Carolina Agricultural and Technical State University,36.0770034,-79.7718199
940,Willie Davis,University of North Texas,33.207488,-97.1525862
941,Andre Dawkins,Duke University,36.0014258,-78.9382286
943,Johnny Dawkins,Duke University,36.0014258,-78.9382286
944,Paul Dawkins,Northern Illinois University,41.934233,-88.774069
945,Branden Dawson,Michigan State University,42.701848,-84.4821719
946,Eric Dawson,Midwestern State University,33.8713557,-98.5215656
947,Jimmy Dawson,University of Illinois at Urbana-Champaign,40.1019523,-88.2271615
948,Tony Dawson,Florida State University,30.4418778,-84.2984889
949,Todd Day,University of Arkansas,36.0686895,-94.1748471
950,Austin Daye,Gonzaga University,47.66703210000001,-117.4014343
951,Darren Daye,"University of California, Los Angeles",34.068921,-118.4451811
953,Greg Deane,University of Utah,40.7649368,-111.8421021
954,Billy DeAngelis,Saint Joseph's University,39.9951217,-75.23993279999999
955,Dave DeBusschere,University of Detroit Mercy,42.4141556,-83.1379932
956,Andrew DeClercq,University of Florida,29.6436325,-82.3549302
957,Dewayne Dedmon,University of Southern California,34.0223519,-118.285117
958,Don Dee,Saint Mary of the Plains College,37.7781896,-100.0093985
959,Archie Dees,Indiana University,39.1754487,-86.512627
960,Terry Dehere,Seton Hall University,40.7433773,-74.2465446
961,Red Dehnert,Columbia University,40.8075355,-73.9625727
962,Bryce Dejean-Jones,Iowa State University,42.0266187,-93.6464654
963,Sam Dekker,University of Wisconsin,43.076592,-89.4124875
964,Vinny Del Negro,North Carolina State University,35.7846633,-78.6820946
965,Malcolm Delaney,Virginia Polytechnic Institute and State University,37.22838429999999,-80.42341669999999
966,Bison Dele,University of Arizona,32.2318851,-110.9501094
968,Tony Delk,University of Kentucky,38.0306511,-84.5039697
969,Matthew Dellavedova,Saint Mary's College of California,37.8413472,-122.1101354
970,Nate DeLong,University of Wisconsin-River Falls,44.8530003,-92.6222324
971,Fennis Dembo,University of Wyoming,41.3148754,-105.5665744
972,Larry Demic,University of Arizona,32.2318851,-110.9501094
973,Dell Demps,University of the Pacific,37.9798869,-121.3128577
974,George Dempsey,King's College,41.7782973,-87.64390039999999
975,Luol Deng,Duke University,36.0014258,-78.9382286
976,Kenny Dennard,Duke University,36.0014258,-78.9382286
977,Blaine Denning,Lawrence Technological University,42.4755011,-83.24979669999999
978,Justin Dentmon,University of Washington,47.6912794,-122.3176141
979,Randy Denton,Duke University,36.0014258,-78.9382286
980,Joe DePre,St. John's University,40.7220627,-73.79421119999999
981,Rod Derline,Seattle University,47.6091765,-122.3178465
982,DeMar DeRozan,University of Southern California,34.0223519,-118.285117
983,Dave Deutsch,University of Rochester,43.1305531,-77.6260033
984,Corky Devlin,George Washington University,38.8997145,-77.0485992
985,Hank DeZonie,Clark Atlanta University,33.7515658,-84.4112315
986,Derrick Dial,Eastern Michigan University,42.2506803,-83.624089
987,Cheick Diallo,University of Kansas,38.9543439,-95.2557961
989,Yakhouba Diawara,Pepperdine University,34.0414045,-118.7095814
990,Guillermo Diaz,University of Miami,25.7178924,-80.2746368
991,Dan Dickau,Gonzaga University,47.66703210000001,-117.4014343
992,Kaniel Dickens,University of Idaho,46.7288124,-117.0126084
993,Henry Dickerson,University of Charleston,38.3327567,-81.6159277
994,Michael Dickerson,University of Arizona,32.2318851,-110.9501094
995,Clyde Dickey,Boise State University,43.6028311,-116.201767
996,Derrek Dickey,University of Cincinnati,39.1329219,-84.51495039999999
997,Dick Dickey,North Carolina State University,35.7846633,-78.6820946
998,John Dickson,Arkansas State University,35.8430861,-90.67485889999999
999,Travis Diener,Marquette University,43.0388337,-87.92856669999999
1000,Gorgui Dieng,University of Louisville,38.2122761,-85.75850229999999
1001,Connie Dierking,University of Cincinnati,39.1329219,-84.51495039999999
1002,Coby Dietrick,San Jose State University,37.3351874,-121.8810715
1003,Ernie DiGregorio,Providence College,41.8440925,-71.4381653
1004,Craig Dill,University of Michigan,42.2780436,-83.7382241
1005,Dwaine Dillard,Eastern Michigan University,42.2506803,-83.624089
1006,Mickey Dillard,Florida State University,30.4418778,-84.2984889
1007,Bob Dille,Valparaiso University,41.46394,-87.0438813
1008,Hook Dillon,University of North Carolina,35.9049122,-79.0469134
1009,Byron Dinkins,University of North Carolina at Charlotte,35.3070929,-80.735164
1010,Jackie Dinkins,Voorhees College,33.3072977,-81.13000880000001
1011,Harry Dinnel,Pepperdine University,34.0414045,-118.7095814
1012,Bill Dinwiddie,New Mexico Highlands University,35.5962101,-105.2192167
1013,Spencer Dinwiddie,University of Colorado,40.00758099999999,-105.2659417
1014,Ike Diogu,Arizona State University,33.4242399,-111.9280527
1016,Terry Dischinger,Purdue University,40.4237054,-86.92119459999999
1017,Fred Diute,St. Bonaventure University,42.0794875,-78.48427029999999
1019,Juan Dixon,University of Maryland,38.9869183,-76.9425543
1021,Earl Dodd,Truman State University,40.1831629,-92.5809621
1022,Michael Doleac,University of Utah,40.7649368,-111.8421021
1023,Joe Dolhon,New York University,40.72951339999999,-73.9964609
1024,Bob Doll,University of Colorado,40.00758099999999,-105.2659417
1025,James Donaldson,Washington State University,46.7319225,-117.1542121
1026,Bob Donham,Ohio State University,40.0068363,-83.0306222
1027,Billy Donovan,Providence College,41.8440925,-71.4381653
1028,Harry Donovan,Muhlenberg College,40.597544,-75.5101316
1029,Keyon Dooling,University of Missouri,38.9403808,-92.32773750000001
1030,Jacky Dorsey,University of Georgia,33.9480053,-83.3773221
1031,Joey Dorsey,University of Memphis,35.1187498,-89.9374928
1032,Ron Dorsey,Tennessee State University,36.1668224,-86.8275815
1033,Tyler Dorsey,University of Oregon,44.0448302,-123.0726055
1034,Damyean Dotson,University of Houston,29.7199489,-95.3422334
1035,Quincy Douby,Rutgers University,40.5008186,-74.44739910000001
1036,Bruce Douglas,University of Illinois at Urbana-Champaign,40.1019523,-88.2271615
1037,John Douglas,University of Kansas,38.9543439,-95.2557961
1038,Leon Douglas,University of Alabama,33.2140233,-87.5391418
1039,Sherman Douglas,Syracuse University,43.0391534,-76.1351158
1040,Toney Douglas,Florida State University,30.4418778,-84.2984889
1041,Chris Douglas-Roberts,University of Memphis,35.1187498,-89.9374928
1042,Sonny Dove,St. John's University,40.7220627,-73.79421119999999
1043,Jerry Dover,LeMoyne-Owen College,35.1180562,-90.0344386
1044,Zabian Dowdell,Virginia Polytechnic Institute and State University,37.22838429999999,-80.42341669999999
1045,Bill Downey,Marquette University,43.0388337,-87.92856669999999
1046,Steve Downing,Indiana University,39.1754487,-86.512627
1047,Danny Doyle,Belmont Abbey College,35.2621669,-81.0431492
1048,Terry Dozier,University of South Carolina,33.9937575,-81.0299186
1051,Greg Dreiling,University of Kansas,38.9543439,-95.2557961
1052,Bryce Drew,Valparaiso University,41.46394,-87.0438813
1053,John Drew,Gardner-Webb University,35.2475249,-81.6706979
1054,Larry Drew,University of Missouri,38.9403808,-92.32773750000001
1055,Larry Drew,"University of California, Los Angeles",34.068921,-118.4451811
1056,Clyde Drexler,University of Houston,29.7199489,-95.3422334
1057,Nate Driggers,University of Montevallo,33.1067187,-86.86541679999999
1058,Terry Driscoll,Boston College,42.3355488,-71.16849450000001
1060,Ralph Drollinger,"University of California, Los Angeles",34.068921,-118.4451811
1061,Andre Drummond,University of Connecticut,41.8077414,-72.2539805
1062,Dick Duckett,St. John's University,40.7220627,-73.79421119999999
1063,Kevin Duckworth,Eastern Illinois University,39.4781324,-88.1759924
1064,Charles Dudley,University of Washington,47.6912794,-122.3176141
1065,Chris Dudley,Yale University,41.3163244,-72.92234309999999
1066,Jared Dudley,Boston College,42.3355488,-71.16849450000001
1067,Terry Duerod,University of Detroit Mercy,42.4141556,-83.1379932
1068,Bob Duffy,Tulane University,29.9407282,-90.12031669999999
1069,Bob Duffy,Colgate University,42.822465,-75.541671
1070,Chris Duhon,Duke University,36.0014258,-78.9382286
1071,Duje Dukan,University of Wisconsin,43.076592,-89.4124875
1072,Walter Dukes,Seton Hall University,40.7433773,-74.2465446
1073,Joe Dumars,McNeese State University,30.1788135,-93.21685680000002
1074,Rich Dumas,Northeastern State University,35.9209678,-94.965902
1075,Richard Dumas,Oklahoma State University,36.1270236,-97.07372219999999
1076,Tony Dumas,University of Missouri-Kansas City,39.0346733,-94.5785312
1077,Andy Duncan,College of William & Mary,37.2726983,-76.71366189999999
1078,Tim Duncan,Wake Forest University,36.1355052,-80.2791958
1079,Mike Dunleavy,University of South Carolina,33.9937575,-81.0299186
1080,Mike Dunleavy,Duke University,36.0014258,-78.9382286
1081,Kris Dunn,Providence College,41.8440925,-71.4381653
1082,Pat Dunn,Utah State University,41.745161,-111.8097425
1083,T.R. Dunn,University of Alabama,33.2140233,-87.5391418
1084,Ronald Dupree,Louisiana State University,30.4132579,-91.1800023
1085,Kevin Durant,University of Texas at Austin,30.2849185,-97.7340567
1086,John Duren,Georgetown University,38.9076089,-77.07225849999999
1087,Jarrett Durham,Duquesne University,40.4367914,-79.989232
1088,Pat Durham,Colorado State University,40.573436,-105.0865473
1089,Devin Durrant,Brigham Young University,40.2518435,-111.6493156
1090,Ken Durrett,La Salle University,40.0386037,-75.1566354
1091,Dennis DuVal,Syracuse University,43.0391534,-76.1351158
1092,Jack Dwan,Loyola University of Chicago,41.9987765,-87.6582585
1093,Craig Dykema,"California State University, Long Beach",33.7838235,-118.1140904
1094,Gene Dyker,DePaul University,41.9247559,-87.6566465
1095,Jerome Dyson,University of Connecticut,41.8077414,-72.2539805
1096,Ledell Eackles,University of New Orleans,30.028658,-90.065928
1097,Jim Eakins,Brigham Young University,40.2518435,-111.6493156
1098,Acie Earl,University of Iowa,41.6626963,-91.5548998
1099,Ed Earle,Loyola University of Chicago,41.9987765,-87.6582585
1100,Cleanthony Early,Wichita State University,37.7186367,-97.29414140000002
1102,Mark Eaton,"University of California, Los Angeles",34.068921,-118.4451811
1103,Jerry Eaves,University of Louisville,38.2122761,-85.75850229999999
1104,Devin Ebanks,West Virginia University,39.6480359,-79.9697147
1105,Bill Ebben,University of Detroit Mercy,42.4141556,-83.1379932
1106,Al Eberhard,University of Missouri,38.9403808,-92.32773750000001
1108,Roy Ebron,University of Louisiana at Lafayette,30.2114404,-92.0204121
1109,Jarell Eddie,Virginia Polytechnic Institute and State University,37.22838429999999,-80.42341669999999
1110,Patrick Eddie,University of Mississippi,34.3647324,-89.538443
1111,Dike Eddleman,University of Illinois at Urbana-Champaign,40.1019523,-88.2271615
1112,Kenton Edelin,University of Virginia,38.0335529,-78.5079772
1113,Charles Edge,LeMoyne-Owen College,35.1180562,-90.0344386
1114,Bobby Edmonds,Tennessee State University,36.1668224,-86.8275815
1115,Keith Edmonson,Purdue University,40.4237054,-86.92119459999999
1116,Tyus Edney,"University of California, Los Angeles",34.068921,-118.4451811
1117,Bill Edwards,Wright State University,39.7846157,-84.0583281
1118,Blue Edwards,East Carolina University,35.6055108,-77.3645653
1119,Corsley Edwards,Central Connecticut State University,41.6929529,-72.7682547
1120,Doug Edwards,Florida State University,30.4418778,-84.2984889
1121,Franklin Edwards,Cleveland State University,41.5025072,-81.6746268
1122,James Edwards,University of Washington,47.6912794,-122.3176141
1123,Jay Edwards,Indiana University,39.1754487,-86.512627
1124,John Edwards,Kent State University,41.1455594,-81.33928829999999
1125,Kevin Edwards,DePaul University,41.9247559,-87.6566465
1126,Shane Edwards,University of Arkansas at Little Rock,34.7240568,-92.3388872
1127,Johnny Egan,Providence College,41.8440925,-71.4381653
1128,Lonnie Eggleston,Oklahoma State University,36.1270236,-97.07372219999999
1129,Bulbs Ehlers,Purdue University,40.4237054,-86.92119459999999
1130,Craig Ehlo,Washington State University,46.7319225,-117.1542121
1131,Rich Eichhorst,Southeast Missouri State University,37.3148783,-89.52804379999999
1132,Howard Eisley,Boston College,42.3355488,-71.16849450000001
1133,Obinna Ekezie,University of Maryland,38.9869183,-76.9425543
1134,Khalid El-Amin,University of Connecticut,41.8077414,-72.2539805
1135,Don Eliason,Hamline University,44.9656861,-93.1650999
1136,Mario Elie,American International College,42.1129218,-72.5573236
1137,Ray Ellefson,West Texas A&M University,34.9816909,-101.9160329
1138,Henry Ellenson,Marquette University,43.0388337,-87.92856669999999
1139,Wayne Ellington,University of North Carolina,35.9049122,-79.0469134
1140,Bob Elliott,University of Arizona,32.2318851,-110.9501094
1141,Sean Elliott,University of Arizona,32.2318851,-110.9501094
1142,Bo Ellis,Marquette University,43.0388337,-87.92856669999999
1143,Boo Ellis,Niagara University,43.1369816,-79.0349955
1144,Dale Ellis,University of Tennessee,35.9544013,-83.92945639999999
1145,Harold Ellis,Morehouse College,33.7473412,-84.415528
1146,Joe Ellis,University of San Francisco,37.7765643,-122.4507187
1147,LaPhonso Ellis,University of Notre Dame,41.7055716,-86.2353388
1148,LeRon Ellis,Syracuse University,43.0391534,-76.1351158
1149,Leroy Ellis,St. John's University,40.7220627,-73.79421119999999
1151,Pervis Ellison,University of Louisville,38.2122761,-85.75850229999999
1152,Len Elmore,University of Maryland,38.9869183,-76.9425543
1153,Francisco Elson,University of California,37.8718992,-122.2585399
1154,Darrell Elston,University of North Carolina,35.9049122,-79.0469134
1155,Melvin Ely,"California State University, Fresno",36.8133631,-119.7460947
1156,Joel Embiid,University of Kansas,38.9543439,-95.2557961
1157,Wayne Embry,Miami University,39.5105334,-84.73087679999999
1158,Andre Emmett,Texas Tech University,33.5842591,-101.8782822
1159,Ned Endress,University of Akron,41.0770227,-81.5114462
1160,Chris Engler,University of Wyoming,41.3148754,-105.5665744
1161,Wayne Englestad,"University of California, Irvine",33.6404952,-117.8442962
1162,A.J. English,Virginia Union University,37.5626214,-77.4513784
1163,Alex English,University of South Carolina,33.9937575,-81.0299186
1164,Claude English,University of Rhode Island,41.4860647,-71.5308537
1165,Jo Jo English,University of South Carolina,33.9937575,-81.0299186
1166,Kim English,University of Missouri,38.9403808,-92.32773750000001
1167,Scott English,University of Texas at El Paso,31.7709368,-106.5046405
1168,Gene Englund,University of Wisconsin,43.076592,-89.4124875
1169,James Ennis,"California State University, Long Beach",33.7838235,-118.1140904
1170,Tyler Ennis,Syracuse University,43.0391534,-76.1351158
1171,Ray Epps,Norfolk State University,36.8480161,-76.262085
1173,Bo Erias,Niagara University,43.1369816,-79.0349955
1174,Keith Erickson,"University of California, Los Angeles",34.068921,-118.4451811
1175,Julius Erving,University of Massachusetts Amherst,42.3867598,-72.5300515
1176,Evan Eschmeyer,Northwestern University,42.0564594,-87.67526699999999
1177,Jack Eskridge,University of Kansas,38.9543439,-95.2557961
1179,Billy Evans,Boston College,42.3355488,-71.16849450000001
1180,Bob Evans,Butler University,39.8405491,-86.1708927
1181,Brian Evans,Indiana University,39.1754487,-86.512627
1182,Earl Evans,"University of Nevada, Las Vegas",36.1085197,-115.1431709
1183,Jawun Evans,Oklahoma State University,36.1270236,-97.07372219999999
1184,Jeremy Evans,Western Kentucky University,36.983537,-86.4573752
1185,Maurice Evans,University of Texas at Austin,30.2849185,-97.7340567
1186,Mike Evans,Kansas State University,39.1974437,-96.5847249
1187,Reggie Evans,University of Iowa,41.6626963,-91.5548998
1188,Tyreke Evans,University of Memphis,35.1187498,-89.9374928
1189,Daniel Ewing,Duke University,36.0014258,-78.9382286
1190,Patrick Ewing,Georgetown University,38.9076089,-77.07225849999999
1191,Patrick Ewing,Georgetown University,38.9076089,-77.07225849999999
1194,Festus Ezeli,Vanderbilt University,36.1447034,-86.8026551
1195,Johnny Ezersky,University of Rhode Island,41.4860647,-71.5308537
1196,Joe Fabel,University of Pittsburgh,40.4443533,-79.960835
1197,John Fairchild,Brigham Young University,40.2518435,-111.6493156
1198,Phil Farbman,City College of New York,40.8200471,-73.9492724
1199,Kenneth Faried,Morehead State University,38.1886162,-83.4315122
1200,Dick Farley,Indiana University,39.1754487,-86.512627
1201,Jordan Farmar,"University of California, Los Angeles",34.068921,-118.4451811
1202,Desmon Farmer,University of Southern California,34.0223519,-118.285117
1203,Jim Farmer,University of Alabama,33.2140233,-87.5391418
1204,Mike Farmer,University of San Francisco,37.7765643,-122.4507187
1205,Tony Farmer,University of Nebraska,40.8201966,-96.70047629999999
1206,Bob Faught,University of Notre Dame,41.7055716,-86.2353388
1208,Derrick Favors,Georgia Institute of Technology,33.7756178,-84.39628499999999
1209,Nick Fazekas,"University of Nevada, Reno",39.5441917,-119.816397
1210,Dave Fedor,Florida State University,30.4418778,-84.2984889
1211,Bob Feerick,Santa Clara University,37.3496418,-121.9389875
1212,Butch Feher,Vanderbilt University,36.1447034,-86.8026551
1213,Jamie Feick,Michigan State University,42.701848,-84.4821719
1214,Ron Feiereisel,DePaul University,41.9247559,-87.6566465
1215,George Feigenbaum,University of Kentucky,38.0306511,-84.5039697
1216,Dave Feitl,University of Texas at El Paso,31.7709368,-106.5046405
1217,Kay Felder,Oakland University,42.6679486,-83.2081632
1219,Carrick Felix,Arizona State University,33.4242399,-111.9280527
1220,Noel Felix,"California State University, Fresno",36.8133631,-119.7460947
1221,Ray Felix,Long Island University,40.6912319,-73.98106589999999
1222,Raymond Felton,University of North Carolina,35.9049122,-79.0469134
1223,Jake Fendley,Northwestern University,42.0564594,-87.67526699999999
1224,Warren Fenley,Manhattan College,40.88978230000001,-73.9027188
1225,Desmond Ferguson,University of Detroit Mercy,42.4141556,-83.1379932
1228,Eric Fernsten,University of San Francisco,37.7765643,-122.4507187
1229,Al Ferrari,Michigan State University,42.701848,-84.4821719
1230,Rolando Ferreira,University of Houston,29.7199489,-95.3422334
1231,Duane Ferrell,Georgia Institute of Technology,33.7756178,-84.39628499999999
1232,Yogi Ferrell,Indiana University,39.1754487,-86.512627
1233,Arnie Ferrin,University of Utah,40.7649368,-111.8421021
1234,Bob Ferry,Saint Louis University,38.6346955,-90.23405869999999
1235,Danny Ferry,Duke University,36.0014258,-78.9382286
1237,Bobby Fields,La Salle University,40.0386037,-75.1566354
1238,Kenny Fields,"University of California, Los Angeles",34.068921,-118.4451811
1239,Landry Fields,Stanford University,37.4274745,-122.169719
1240,Ron Filipek,Tennessee Technological University,36.1757592,-85.5086374
1241,Greg Fillmore,Cheyney University of Pennsylvania,39.933361,-75.5294669
1242,Larry Finch,University of Memphis,35.1187498,-89.9374928
1243,Hank Finkel,University of Dayton,39.7393,-84.17996749999999
1244,Michael Finley,University of Wisconsin,43.076592,-89.4124875
1245,Danny Finn,St. John's University,40.7220627,-73.79421119999999
1246,Dorian Finney-Smith,University of Florida,29.6436325,-82.3549302
1247,Matt Fish,University of North Carolina at Wilmington,34.223874,-77.8696036
1248,Derek Fisher,University of Arkansas at Little Rock,34.7240568,-92.3388872
1249,Richard Fisher,Colorado State University,40.573436,-105.0865473
1250,Gerald Fitch,University of Kentucky,38.0306511,-84.5039697
1251,Bob Fitzgerald,Seton Hall University,40.7433773,-74.2465446
1252,Dick Fitzgerald,Fordham University,40.8620404,-73.88569869999999
1253,Marcus Fizer,Iowa State University,42.0266187,-93.6464654
